time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778206246.344,609.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206246.845,609.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206247.347,610.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206247.848,610.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206248.350,611.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206248.851,611.523,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206249.352,612.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206249.854,612.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206250.356,613.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206250.857,613.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206251.358,614.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206251.810,614.482,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206252.311,614.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206252.813,615.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206253.314,615.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206253.815,616.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206254.317,616.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206254.818,617.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206255.320,617.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206255.821,618.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206256.323,618.995,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206256.824,619.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206257.326,619.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206257.827,620.499,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206258.329,621.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206258.830,621.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206259.332,622.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206259.834,622.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206260.335,623.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206260.836,623.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206261.338,624.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206261.840,624.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206262.342,625.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206262.843,625.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206263.345,626.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206263.847,626.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206264.349,627.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206264.850,627.522,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206265.352,628.024,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206265.853,628.525,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206266.354,629.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206266.856,629.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206267.357,630.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206267.859,630.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206268.310,630.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206268.811,631.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206269.313,631.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206269.815,632.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206270.316,632.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206270.817,633.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206271.319,633.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206271.820,634.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206272.321,634.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206272.823,635.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206273.324,635.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206273.826,636.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206274.328,637.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206274.829,637.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206275.331,638.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206275.832,638.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206276.334,639.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206276.836,639.508,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206277.337,640.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206277.839,640.511,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206278.340,641.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206278.842,641.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206279.344,642.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206279.845,642.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206280.347,643.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206280.848,643.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206281.350,644.023,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206281.852,644.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206282.354,645.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206282.856,645.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206283.357,646.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206283.858,646.530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206284.310,646.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206284.813,647.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206285.314,647.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206285.816,648.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206286.318,648.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206286.819,649.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206287.321,649.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206287.823,650.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206288.325,650.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206288.826,651.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206289.327,652.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206289.829,652.501,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206290.331,653.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206290.834,653.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206291.335,654.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206291.837,654.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206292.338,655.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206292.840,655.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206293.341,656.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206293.843,656.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206294.344,657.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206294.846,657.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206295.348,658.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206295.851,658.523,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206296.352,659.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206296.854,659.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206297.355,660.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206297.857,660.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206298.358,661.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206298.810,661.482,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206299.312,661.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206299.813,662.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206300.314,662.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206300.816,663.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206301.318,663.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206301.819,664.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206302.321,664.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206302.822,665.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206303.324,665.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206303.826,666.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206304.328,667.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206304.830,667.502,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206305.332,668.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206305.833,668.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206306.335,669.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206306.838,669.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206307.340,670.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206307.842,670.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206308.343,671.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206308.845,671.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206309.346,672.018,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206309.848,672.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206310.351,673.023,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206310.852,673.525,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206311.354,674.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206311.855,674.527,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206312.356,675.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206312.858,675.530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206313.310,675.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206313.811,676.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206314.313,676.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206314.815,677.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206315.317,677.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206315.819,678.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206316.321,678.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206316.822,679.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206317.324,679.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206317.825,680.498,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206318.327,680.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206318.828,681.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206319.329,682.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206319.831,682.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206320.333,683.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206320.835,683.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206321.336,684.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206321.837,684.510,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206322.339,685.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206322.842,685.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206323.345,686.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206323.846,686.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206324.348,687.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206324.849,687.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206325.350,688.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206325.852,688.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206326.353,689.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206326.854,689.526,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206327.356,690.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206327.857,690.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206328.359,691.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206328.810,691.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206329.312,691.984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206329.813,692.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206330.314,692.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206330.816,693.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206331.317,693.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206331.819,694.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206332.320,694.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206332.822,695.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206333.324,695.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206333.825,696.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206334.327,696.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206334.828,697.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206335.330,698.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206335.832,698.504,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206336.334,699.006,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206336.835,699.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206337.337,700.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206337.838,700.511,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206338.340,701.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206338.842,701.514,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206339.343,702.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206339.844,702.517,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206340.346,703.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206340.848,703.520,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206341.350,704.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206341.852,704.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206342.353,705.025,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206342.854,705.527,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206343.356,706.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206343.858,706.530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206344.311,706.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206344.812,707.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206345.314,707.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206345.815,708.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206346.317,708.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206346.819,709.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206347.321,709.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206347.822,710.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206348.323,710.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206348.825,711.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
