time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778206518.837,881.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206519.339,882.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206519.840,882.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206520.342,883.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206520.843,883.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206521.344,884.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206521.846,884.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206522.347,885.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206522.849,885.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206523.350,886.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206523.852,886.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206524.354,887.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206524.856,887.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206525.357,888.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206525.858,888.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206526.310,888.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206526.811,889.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206527.313,889.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206527.814,890.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206528.315,890.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206528.817,891.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206529.318,891.990,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206529.820,892.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206530.321,892.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206530.822,893.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206531.324,893.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206531.825,894.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206532.327,894.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206532.828,895.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206533.330,896.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206533.831,896.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206534.332,897.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206534.834,897.506,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206535.335,898.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206535.837,898.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206536.338,899.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206536.840,899.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206537.341,900.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206537.843,900.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206538.344,901.016,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206538.846,901.518,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206539.347,902.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206539.849,902.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206540.350,903.022,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206540.852,903.524,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206541.353,904.026,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206541.856,904.528,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206542.358,905.030,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206542.859,905.531,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206543.310,905.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206543.811,906.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206544.313,906.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206544.814,907.486,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206545.315,907.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206545.817,908.489,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206546.319,908.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206546.820,909.492,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206547.322,909.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206547.823,910.496,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206548.325,910.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206548.826,911.499,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206549.328,912.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206549.830,912.502,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206550.331,913.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206550.833,913.505,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206551.335,914.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206551.837,914.509,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206552.338,915.010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206552.840,915.512,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206553.341,916.013,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206553.843,916.515,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206554.345,917.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206554.847,917.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778206555.348,918.020,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
