time_unix,monotonic,termination_altitude_m,burst_altitude_m,burst_altitude_uncertainty_m,ascent_detect_window_s,ascent_detect_gain_m,apogee_fraction,landing_fraction,recovery_stationary_s,termination_confirm_drop_m,termination_confirm_window_s,rw_kp,rw_kd,rw_max_rpm,mm_kp,mm_kd,mm_max_current,pointing_activate_altitude_m,pointing_duration_min,gs_use_hardcoded,gs_lat,gs_lon,gs_alt
1778206250.105,612.777,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206255.119,617.791,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206260.135,622.807,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206265.151,627.823,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206270.115,632.788,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206275.130,637.802,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206280.146,642.818,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206285.114,647.786,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206290.131,652.803,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206295.147,657.820,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206300.114,662.786,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206305.131,667.803,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206310.150,672.822,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206315.116,677.788,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206320.132,682.804,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206325.150,687.822,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206330.114,692.786,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206335.129,697.802,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206340.145,702.818,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206345.113,707.785,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206350.130,712.803,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206355.149,717.821,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206360.115,722.787,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206365.129,727.801,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206370.145,732.817,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206375.110,737.782,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206380.124,742.796,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206385.139,747.812,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206390.104,752.777,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206395.119,757.791,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206400.133,762.806,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206405.150,767.822,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206410.114,772.787,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206415.129,777.801,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206420.144,782.816,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206425.108,787.780,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206430.123,792.796,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206435.138,797.810,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206440.104,802.776,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206445.118,807.790,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206450.132,812.804,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206455.147,817.819,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206460.113,822.785,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206465.127,827.799,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206470.142,832.815,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206475.107,837.779,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206480.121,842.793,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206485.136,847.808,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206490.101,852.774,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206495.116,857.788,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206500.130,862.802,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206505.145,867.817,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206510.112,872.784,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206515.126,877.798,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206520.141,882.813,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206525.106,887.779,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206530.120,892.793,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206535.135,897.807,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206540.150,902.822,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206545.115,907.787,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206550.131,912.803,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778206555.148,917.820,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,24000.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
